名稱:             描述:
m4rmtpd__ad       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 41)"
m4rmtpd__ae       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 42)"
m4rmtpd__af       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 43)"
m4rmtpd__ag       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 44)"
m4rmtpd__ah       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 45)"
m4rmtpd__ai       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 46)"
m4rmtpd__aj       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 47)"
m4rmtpd__ak       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 48)"
m4rmtpd__al       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 49)"
m4rmtpd__am       "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 50)"
m4rmtpd__b        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 3)"
m4rmtpd__c        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 4)"
m4rmtpd__d        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 5)"
m4rmtpd__e        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 6)"
m4rmtpd__f        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 7)"
m4rmtpd__g        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 8)"
m4rmtpd__h        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 9)"
m4rmtpd__i        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 10)"
m4rmtpd__j        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 11)"
m4rmtpd__k        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 12)"
m4rmtpd__l        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 13)"
m4rmtpd__m        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 14)"
m4rmtpd__n        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 15)"
m4rmtpd__o        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 16)"
m4rmtpd__p        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 17)"
m4rmtpd__q        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 18)"
m4rmtpd__r        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 19)"
m4rmtpd__s        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 20)"
m4rmtpd__t        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 21)"
m4rmtpd__u        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 22)"
m4rmtpd__v        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 23)"
m4rmtpd__w        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 24)"
m4rmtpd__x        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 25)"
m4rmtpd__y        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 26)"
m4rmtpd__z        "Reel Magic Turbo Play Deluxe (Avantime?) (MPU4) (set 27)"
m4roadrn          "Road Runner (Barcrest) (Dutch) (MPU4) (DRO1.9)"
m4robo            "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 1)"
m4robo__0         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 14)"
m4robo__1         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 2)"
m4robo__2         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 3)"
m4robo__3         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 4)"
m4robo__4         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 5)"
m4robo__5         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 6)"
m4robo__6         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 1)"
m4robo__7         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 2)"
m4robo__8         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 3)"
m4robo__9         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 4)"
m4robo__a         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 7)"
m4robo__aa        "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 5)"
m4robo__ab        "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 6)"
m4robo__b         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 8)"
m4robo__c         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 9)"
m4robo__d         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 10)"
m4robo__e         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 11)"
m4robo__f         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 12)"
m4robo__g         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 13)"
m4robo__h         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 14)"
m4robo__i         "Robotica / Dream Machine (Avantime?) (MPU4) (Latvia, set 15)"
m4robo__j         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 7)"
m4robo__k         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 8)"
m4robo__l         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 9)"
m4robo__m         "Robotica / Dream Machine (Avantime?) (MPU4) (Russia, set 10)"
m4robo__n         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 1)"
m4robo__o         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 2)"
m4robo__p         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 3)"
m4robo__q         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 4)"
m4robo__r         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 5)"
m4robo__s         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 6)"
m4robo__t         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 7)"
m4robo__u         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 8)"
m4robo__v         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 9)"
m4robo__w         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 10)"
m4robo__x         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 11)"
m4robo__y         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 12)"
m4robo__z         "Robotica / Dream Machine (Avantime?) (MPU4) (Ukraine, set 13)"
m4rockmn          "Rocket Money (Barcrest) (MPU4) (set 1)"
m4rockmn__a       "Rocket Money (Barcrest) (MPU4) (set 2)"
m4rockmn__b       "Rocket Money (Barcrest) (MPU4) (set 3)"
m4rockmn__c       "Rocket Money (Barcrest) (MPU4) (set 4)"
m4rockmn__d       "Rocket Money (Barcrest) (MPU4) (set 5)"
m4rockmn__e       "Rocket Money (Barcrest) (MPU4) (set 6)"
m4rockmn__f       "Rocket Money (Barcrest) (MPU4) (set 7)"
m4rockmn__g       "Rocket Money (Barcrest) (MPU4) (set 8)"
m4rockmn__h       "Rocket Money (Barcrest) (MPU4) (set 9)"
m4rockmn__i       "Rocket Money (Barcrest) (MPU4) (set 10)"
m4rockmn__j       "Rocket Money (Barcrest) (MPU4) (set 11)"
m4rockmn__k       "Rocket Money (Barcrest) (MPU4) (set 12)"
m4rotex           "Rotex (Union) (MPU4)"
m4royjwl          "Royal Jewels (Barcrest) (MPU4)"
m4rsg             "Ready Steady Go (Barcrest) (MPU4, Mod 2 type, V1.2)"
m4rsga            "Ready Steady Go (Barcrest) (MPU4, Mod 2 type, V1.0)"
m4runawy          "Runaway Trail (Barcrest) (MPU4)"
m4runawyb         "Runaway Trail (Barcrest) (v1.2?) (MPU4)"
m4rwb             "Red White & Blue (Barcrest) (MPU4) (DRW)"
m4safar           "Safari Club (Mdm) (MPU4)"
m4salsa           "Salsa (Barcrest) (MPU4) (DSA)"
m4samu            "Samurai (Barcrest) (Dutch) (MPU4)"
m4sayno           "Say No More (Barcrest) (MPU4) (set 1)"
m4sayno__a        "Say No More (Barcrest) (MPU4) (set 2)"
m4sayno__b        "Say No More (Barcrest) (MPU4) (set 3)"
m4sayno__c        "Say No More (Barcrest) (MPU4) (set 4)"
m4sayno__d        "Say No More (Barcrest) (MPU4) (set 5)"
m4sb5             "Sunset Boulevard (Barcrest) (MPU4) (BSB 0.3)"
m4sbx             "Super Bear X (MPU4?) (set 1)"
m4sbxa            "Super Bear X (MPU4?) (set 2)"
m4sbxb            "Super Bear X (MPU4?) (set 3)"
m4sbxc            "Super Bear X (MPU4?) (set 4)"
m4sbxd            "Super Bear X (MPU4?) (set 5)"
m4sbxe            "Super Bear X (MPU4?) (set 6)"
m4screw           "Screwin' Around (Global) (MPU4, v0.8)"
m4screwa          "Screwin' Around (Global) (MPU4, v0.7)"
m4screwb          "Screwin' Around (Global) (MPU4, v0.5)"
m4screwp          "Screwin' Around (Global) (MPU4, v0.8) (Protocol)"
m4sctagt          "Secret Agent (Nova) (MPU4)"
m4sdquid          "Sundance Quid (Qps) (MPU4) (set 1)"
m4sdquid__a       "Sundance Quid (Qps) (MPU4) (set 2)"
m4sdquid__b       "Sundance Quid (Qps) (MPU4) (set 3)"
m4sdquid__c       "Sundance Quid (Qps) (MPU4) (set 4)"
m4sdquid__d       "Sundance Quid (Qps) (MPU4) (set 5)"
m4sdquid__e       "Sundance Quid (Qps) (MPU4) (set 6)"
m4sdquid__f       "Sundance Quid (Qps) (MPU4) (set 7)"
m4sdquid__g       "Sundance Quid (Qps) (MPU4) (set 8)"
m4sdquid__h       "Sundance Quid (Qps) (MPU4) (set 9)"
m4sdquid__i       "Sundance Quid (Qps) (MPU4) (set 10)"
m4sdquid__j       "Sundance Quid (Qps) (MPU4) (set 11)"
m4sdquid__k       "Sundance Quid (Qps) (MPU4) (set 12)"
m4select          "Select (Union) (MPU4)"
m4sgrab           "Smash 'n' Grab (Barcrest) (MPU4) (SAG 1.0, set 1)"
m4sgraba          "Smash 'n' Grab (Barcrest) (MPU4) (set 1.0, set 2)"
m4sgrabb          "Smash 'n' Grab (Barcrest) (MPU4) (SAG 3.4)"
m4shkwav          "Shockwave (Qps) (MPU4) (set 1)"
m4shkwav__a       "Shockwave (Qps) (MPU4) (set 2)"
m4shkwav__b       "Shockwave (Qps) (MPU4) (set 3)"
m4shkwav__c       "Shockwave (Qps) (MPU4) (set 4)"
m4shkwav__d       "Shockwave (Qps) (MPU4) (set 5)"
m4shkwav__e       "Shockwave (Qps) (MPU4) (set 6)"
m4shkwav__f       "Shockwave (Qps) (MPU4) (set 7)"
m4shkwav__g       "Shockwave (Qps) (MPU4) (set 8)"
m4shocm           "Showcase Crystal Maze (Barcrest) (MPU4) (set 1)"
m4shocm__a        "Showcase Crystal Maze (Barcrest) (MPU4) (set 2)"
m4shocm__b        "Showcase Crystal Maze (Barcrest) (MPU4) (set 3)"
m4shocm__c        "Showcase Crystal Maze (Barcrest) (MPU4) (set 4)"
m4shocm__d        "Showcase Crystal Maze (Barcrest) (MPU4) (set 5)"
m4shocm__e        "Showcase Crystal Maze (Barcrest) (MPU4) (set 6)"
m4shocm__f        "Showcase Crystal Maze (Barcrest) (MPU4) (set 7)"
m4shocm__g        "Showcase Crystal Maze (Barcrest) (MPU4) (set 8)"
m4shocm__h        "Showcase Crystal Maze (Barcrest) (MPU4) (set 9)"
m4shocm__i        "Showcase Crystal Maze (Barcrest) (MPU4) (set 10)"
m4shocm__j        "Showcase Crystal Maze (Barcrest) (MPU4) (set 11)"
m4shodf           "Showcase Duty Free (Barcrest) (MPU4) (set 1)"
m4shodf__a        "Showcase Duty Free (Barcrest) (MPU4) (set 2)"
m4shodf__b        "Showcase Duty Free (Barcrest) (MPU4) (set 3)"
m4shodf__c        "Showcase Duty Free (Barcrest) (MPU4) (set 4)"
m4shodf__d        "Showcase Duty Free (Barcrest) (MPU4) (set 5)"
m4shodf__e        "Showcase Duty Free (Barcrest) (MPU4) (set 6)"
m4shodf__f        "Showcase Duty Free (Barcrest) (MPU4) (set 7)"
m4shodf__g        "Showcase Duty Free (Barcrest) (MPU4) (set 8)"
m4shodf__h        "Showcase Duty Free (Barcrest) (MPU4) (set 9)"
m4shodf__i        "Showcase Duty Free (Barcrest) (MPU4) (set 10)"
m4shodf__j        "Showcase Duty Free (Barcrest) (MPU4) (set 11)"
m4shodf__k        "Showcase Duty Free (Barcrest) (MPU4) (set 12)"
m4shodf__l        "Showcase Duty Free (Barcrest) (MPU4) (set 13)"
m4shoknr          "Shock 'n' Roll (Qps) (MPU4) (set 1)"
m4shoknr__a       "Shock 'n' Roll (Qps) (MPU4) (set 2)"
m4shoknr__b       "Shock 'n' Roll (Qps) (MPU4) (set 3)"
m4shoknr__c       "Shock 'n' Roll (Qps) (MPU4) (set 4)"
m4showtm          "Show Timer (Barcrest) (Dutch) (MPU4) (DSH1.3)"
m4silnud          "Silver Nudger (Mdm?) (MPU4)"
m4silshd          "Silver Shadow (Barcrest) (MPU4)"
m4silshda         "Silver Shadow (Barcrest) (MPU4) (SH 2.0, set 1)"
m4silshdb         "Silver Shadow (Barcrest) (MPU4) (SH 2.0, set 2)"
m4sinbd           "Sinbad (Bwb) (MPU4) (set 1)"
m4sinbd__a        "Sinbad (Bwb) (MPU4) (set 2)"
m4sinbd__b        "Sinbad (Bwb) (MPU4) (set 3)"
m4sinbd__c        "Sinbad (Bwb) (MPU4) (set 4)"
m4sinbd__d        "Sinbad (Bwb) (MPU4) (set 5)"
m4sinbd__e        "Sinbad (Bwb) (MPU4) (set 6)"
m4sinbd__f        "Sinbad (Bwb) (MPU4) (set 7)"
m4sinbd__g        "Sinbad (Bwb) (MPU4) (set 8)"
m4sinbd__h        "Sinbad (Bwb) (MPU4) (set 9)"
m4sinbd__i        "Sinbad (Bwb) (MPU4) (set 10)"
m4sinbd__j        "Sinbad (Bwb) (MPU4) (set 11)"
m4sinbd__k        "Sinbad (Bwb) (MPU4) (set 12)"
m4sinbd__l        "Sinbad (Bwb) (MPU4) (set 13)"
m4sinbd__m        "Sinbad (Bwb) (MPU4) (set 14)"
m4sinbd__n        "Sinbad (Bwb) (MPU4) (set 15)"
m4sinbd__o        "Sinbad (Bwb) (MPU4) (set 16)"
m4sinbd__p        "Sinbad (Bwb) (MPU4) (set 17)"
m4sinbd__q        "Sinbad (Bwb) (MPU4) (set 18)"
m4sinbd__r        "Sinbad (Bwb) (MPU4) (set 19)"
m4sinbd__s        "Sinbad (Bwb) (MPU4) (set 20)"
m4sinbd__t        "Sinbad (Bwb) (MPU4) (set 21)"
m4sinbd__u        "Sinbad (Bwb) (MPU4) (set 22)"
m4sinbd__v        "Sinbad (Bwb) (MPU4) (set 23)"
m4sinbd__w        "Sinbad (Bwb) (MPU4) (set 24)"
m4sinbd__x        "Sinbad (Bwb) (MPU4) (set 25)"
m4sinbdn          "Sinbad (Nova) (MPU4) (set 1)"
m4sinbdn__a       "Sinbad (Nova) (MPU4) (set 2)"
m4sinbdn__b       "Sinbad (Nova) (MPU4) (set 3)"
m4sinbdn__c       "Sinbad (Nova) (MPU4) (set 4)"
m4sinbdn__d       "Sinbad (Nova) (MPU4) (set 5)"
m4sinbdn__e       "Sinbad (Nova) (MPU4) (set 6)"
m4sinbdn__f       "Sinbad (Nova) (MPU4) (set 7)"
m4sky             "Sky Sports (Bwb) (MPU4) (set 1)"
m4sky__a          "Sky Sports (Bwb) (MPU4) (set 2)"
m4sky__b          "Sky Sports (Bwb) (MPU4) (set 3)"
m4sky__c          "Sky Sports (Bwb) (MPU4) (set 4)"
m4sky__d          "Sky Sports (Bwb) (MPU4) (set 5)"
m4smshgb          "Smash 'n' Grab (Mdm) (MPU4, set 1)"
m4smshgba         "Smash 'n' Grab (Mdm) (MPU4, set 2)"
m4smshgbb         "Smash 'n' Grab (Mdm) (MPU4, set 3)"
m4smshgbc         "Smash 'n' Grab (Mdm) (MPU4, set 4)"
m4snklad          "Snakes & Ladders (Mdm) (MPU4)"
m4snookr          "Snooker (Eurocoin) (MPU4)"
m4snowbl          "Snowball Bingo (Mdm) (MPU4)"
m4solsil          "Solid Silver Club (Barcrest) (MPU4) (SOS 2.2)"
m4solsila         "Solid Silver Club (Barcrest) (MPU4) (SOS 2.1)"
m4souls           "Soul Sister (Bwb) (MPU4) (set 1)"
m4souls__a        "Soul Sister (Bwb) (MPU4) (set 2)"
m4souls__b        "Soul Sister (Bwb) (MPU4) (set 3)"
m4souls__c        "Soul Sister (Bwb) (MPU4) (set 4)"
m4souls__d        "Soul Sister (Bwb) (MPU4) (set 5)"
m4souls__e        "Soul Sister (Bwb) (MPU4) (set 6)"
m4souls__f        "Soul Sister (Bwb) (MPU4) (set 7)"
m4specu           "Speculator Club (Bwb) (MPU4)"
m4spinbt          "Spin The Bottle (Bwb) (MPU4) (set 1)"
m4spinbt__a       "Spin The Bottle (Bwb) (MPU4) (set 2)"
m4spinbt__b       "Spin The Bottle (Bwb) (MPU4) (set 3)"
m4spinbt__c       "Spin The Bottle (Bwb) (MPU4) (set 4)"
m4spinbt__d       "Spin The Bottle (Bwb) (MPU4) (set 5)"
m4spinbt__e       "Spin The Bottle (Bwb) (MPU4) (set 6)"
m4spinbt__f       "Spin The Bottle (Bwb) (MPU4) (set 7)"
m4spinbt__g       "Spin The Bottle (Bwb) (MPU4) (set 8)"
m4spnwin          "Spin A Win (Cotswold Microsystems) (MPU4) (set 1)"
m4spnwina         "Spin A Win (Cotswold Microsystems) (MPU4) (set 2)"
m4spnwnc          "Spin-A-Win (Concept Games Ltd) (MPU4) (set 1)"
m4spnwnc__a       "Spin-A-Win (Concept Games Ltd) (MPU4) (set 2)"
m4spnwnc__b       "Spin-A-Win (Concept Games Ltd) (MPU4) (set 3)"
m4spotln          "Spotlight (Nova) (MPU4)"
m4spton           "Spot On (Pcp) (MPU4)"
m4squid           "Squids In (Barcrest) (MPU4) (set 1)"
m4squid__a        "Squids In (Barcrest) (MPU4) (set 2)"
m4squid__b        "Squids In (Barcrest) (MPU4) (set 3)"
m4squid__c        "Squids In (Barcrest) (MPU4) (set 4)"
m4ssclas          "Super Streak Classic (Barcrest) (MPU4) (set 1)"
m4ssclas__a       "Super Streak Classic (Barcrest) (MPU4) (set 2)"
m4ssclas__b       "Super Streak Classic (Barcrest) (MPU4) (set 3)"
m4ssclas__c       "Super Streak Classic (Barcrest) (MPU4) (set 4)"
m4ssclas__d       "Super Streak Classic (Barcrest) (MPU4) (set 5)"
m4ssclas__e       "Super Streak Classic (Barcrest) (MPU4) (set 6)"
m4ssclas__f       "Super Streak Classic (Barcrest) (MPU4) (hack)"
m4sss             "Spend Spend Spend (Barcrest) (MPU4) (set 1)"
m4sss__a          "Spend Spend Spend (Barcrest) (MPU4) (set 2)"
m4sss__b          "Spend Spend Spend (Barcrest) (MPU4) (set 3)"
m4sss__c          "Spend Spend Spend (Barcrest) (MPU4) (set 4)"
m4sss__d          "Spend Spend Spend (Barcrest) (MPU4) (set 5)"
m4sss__e          "Spend Spend Spend (Barcrest) (MPU4) (set 6)"
m4sss__f          "Spend Spend Spend (Barcrest) (MPU4) (set 7)"
m4sss__g          "Spend Spend Spend (Barcrest) (MPU4) (set 8)"
m4sss__h          "Spend Spend Spend (Barcrest) (MPU4) (set 9)"
m4sss__i          "Spend Spend Spend (Barcrest) (MPU4) (set 10)"
m4sss__j          "Spend Spend Spend (Barcrest) (MPU4) (set 11)"
m4sss__k          "Spend Spend Spend (Barcrest) (MPU4) (set 12)"
m4sss__l          "Spend Spend Spend (Barcrest) (MPU4) (set 13)"
m4sstrek          "Super Streak (bootleg) (MPU4)"
m4stakeu          "Stake Up Club (Barcrest) (MPU4) (SU 4.4)"
m4stakeua         "Stake Up Club (Barcrest) (MPU4) (SU 4.8)"
m4stakex          "Stake X (Leisurama) (MPU4, set 1)"
m4stakexa         "Stake X (Leisurama) (MPU4, set 2)"
m4stand2          "Stand To Deliver (DJE) (MPU4)"
m4starbr          "Stars And Bars (Barcrest) (Dutch) (MPU4)"
m4stards          "Stardust (Barcrest) (Dutch) (MPU4)"
m4starst          "Stars & Stripes (Bwb) (MPU4) (set 1)"
m4starst__a       "Stars & Stripes (Bwb) (MPU4) (set 2)"
m4starst__b       "Stars & Stripes (Bwb) (MPU4) (set 3)"
m4starst__c       "Stars & Stripes (Bwb) (MPU4) (set 4)"
m4starst__d       "Stars & Stripes (Bwb) (MPU4) (set 5)"
m4starst__e       "Stars & Stripes (Bwb) (MPU4) (set 6)"
m4starst__f       "Stars & Stripes (Bwb) (MPU4) (set 7)"
m4starst__g       "Stars & Stripes (Bwb) (MPU4) (set 8)"
m4starst__h       "Stars & Stripes (Bwb) (MPU4) (set 9)"
m4starst__i       "Stars & Stripes (Bwb) (MPU4) (set 10)"
m4starst__j       "Stars & Stripes (Bwb) (MPU4) (set 11)"
m4stc             "unknown MPU4 'STC 0.1' (Barcrest) (MPU4)"
m4steptm          "Step Timer (Barcrest) (Dutch) (MPU4) (DST 1.1)"
m4stopcl          "Stop the Clock (Barcrest) (MPU4) (SC2.5)"
m4sunclb          "Sun Club (Bwb) (MPU4) (set 1)"
m4sunclba         "Sun Club (Bwb) (MPU4) (set 2)"
m4sunday          "Sunday Sport (Pcp) (MPU4)"
m4sunscl          "Sunset Club (Bwb) (MPU4) (set 1)"
m4sunscla         "Sunset Club (Bwb) (MPU4) (set 2)"
m4sunsclb         "Sunset Club (Bwb) (MPU4) (set 3)"
m4sunset          "Sunset Boulevard (Barcrest) (MPU4) (BSB 0.4)"
m4sunseta         "Sunset Boulevard (Barcrest) (MPU4) (B25 1.2, set 1)"
m4sunsetb         "Sunset Boulevard (Barcrest) (MPU4) (B25 1.2, set 2)"
m4sunsetc         "Sunset Boulevard (Barcrest) (MPU4) (OSB 0.2)"
m4sunsetd         "Sunset Boulevard (Barcrest) (MPU4) (SBU 2.0)"
m4sunsete         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.1)"
m4sunsetf         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.0, set 1)"
m4sunsetg         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.0, set 2)"
m4sunseth         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.0, set 3, bad)"
m4sunseti         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.0, set 4)"
m4sunsetj         "Sunset Boulevard (Barcrest) (MPU4) (BS__ 1.0, set 5)"
m4sunsetk         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.1)"
m4sunsetl         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 1)"
m4sunsetm         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 2)"
m4sunsetn         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 3)"
m4sunseto         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 4)"
m4sunsetp         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 5)"
m4sunsetq         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 6)"
m4sunsetr         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 7)"
m4sunsets         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 8)"
m4sunsett         "Sunset Boulevard (Barcrest) (MPU4) (SB__ 1.0, set 9)"
m4supbf           "Super Bucks Fizz Club (Barcrest) (MPU4) (set 1)"
m4supbfa          "Super Bucks Fizz Club (Barcrest) (MPU4) (set 2)"
m4supbjc          "Super Blackjack Club (Barcrest) (MPU4) (set 1)"
m4supbjca         "Super Blackjack Club (Barcrest) (MPU4) (set 2)"
m4supbjcb         "Super Blackjack Club (Barcrest) (MPU4) (set 3)"
m4supbjcc         "Super Blackjack Club (Barcrest) (MPU4) (set 4)"
m4supbjcd         "Super Blackjack Club (Barcrest) (MPU4) (set 5)"
m4supfru          "Supafruits (Union) (MPU4, set 1)"
m4supfrua         "Supafruits (Union) (MPU4, set 2)"
m4suphv           "Super Hyper Viper (Barcrest) (MPU4) (set 1)"
m4suphv__a        "Super Hyper Viper (Barcrest) (MPU4) (set 2)"
m4suphv__b        "Super Hyper Viper (Barcrest) (MPU4) (set 3)"
m4suphv__c        "Super Hyper Viper (Barcrest) (MPU4) (set 4)"
m4suphv__d        "Super Hyper Viper (Barcrest) (MPU4) (set 5)"
m4suphv__e        "Super Hyper Viper (Barcrest) (MPU4) (set 6)"
m4suphv__f        "Super Hyper Viper (Barcrest) (MPU4) (set 7)"
m4suphv__g        "Super Hyper Viper (Barcrest) (MPU4) (set 8)"
m4suphv__h        "Super Hyper Viper (Barcrest) (MPU4) (set 9)"
m4suphv__i        "Super Hyper Viper (Barcrest) (MPU4) (set 10)"
m4suphv__j        "Super Hyper Viper (Barcrest) (MPU4) (set 11)"
m4suphv__k        "Super Hyper Viper (Barcrest) (MPU4) (set 12)"
m4suphv__l        "Super Hyper Viper (Barcrest) (MPU4) (set 13)"
m4suphv__m        "Super Hyper Viper (Barcrest) (MPU4) (set 14)"
m4suphv__n        "Super Hyper Viper (Barcrest) (MPU4) (set 15)"
m4suphv__o        "Super Hyper Viper (Barcrest) (MPU4) (set 16)"
m4suphv__p        "Super Hyper Viper (Barcrest) (MPU4) (set 17)"
m4supjst          "Super Jester (Pcp) (MPU4) (set 1)"
m4supjsta         "Super Jester (Pcp) (MPU4) (set 2)"
m4supjstb         "Super Jester (Pcp) (MPU4) (set 3)"
m4supjstc         "Super Jester (Pcp) (MPU4) (set 4)"
m4supjstd         "Super Jester (Pcp) (MPU4) (set 5)"
m4supjste         "Super Jester (Pcp) (MPU4) (set 6)"
m4supleg          "Super League (Bwb) (MPU4) (set 1)"
m4supleg__a       "Super League (Bwb) (MPU4) (set 2)"
m4supleg__b       "Super League (Bwb) (MPU4) (set 3)"
m4supleg__c       "Super League (Bwb) (MPU4) (set 4)"
m4supleg__d       "Super League (Bwb) (MPU4) (set 5)"
m4suplegw         "Super League (Whitbread / Bwb) (MPU4)"
m4supscr          "Super Soccer (Bwb) (MPU4) (set 1)"
m4supscr__a       "Super Soccer (Bwb) (MPU4) (set 2)"
m4supscr__b       "Super Soccer (Bwb) (MPU4) (set 3)"
m4supscr__c       "Super Soccer (Bwb) (MPU4) (set 4)"
m4supscr__d       "Super Soccer (Bwb) (MPU4) (set 5)"
